tweets,labels
we ashantis made accra accra and dats why u pained if we take otumfour stand n ga king stand u urself go know who be the guyest lol accra accra saa buh yet still u people are dirty n poor a lot big shops in accra is owned by kumasi people and dats why u guys are pained 😂😂😂,Negative
you’re not the only one who adores bob marley and you’re not wiser than the marley family   nana aba anamoah replies blakk rasta hello  nana aba wo kɔ ka saa y dɛn 🤣🤣🤣,Negative
smh kotoko fans it went our way nti na mooka saa no yesterday for instance,Neutral
come n like this guy’s comment wai na nye saa… because eii,Neutral
rasta man na woy emotional saa no 😂😂😂,Negative
we want moreyɛ nyano saa dabia anka yɛpɛ,Positive
you start your partner’s name with capital letter and start god’s name with small letter oh saa ong,Negative
lowkey youre becoming useless o you dont verify anything na akufoaddo ne mahama kraa b³nya saa reception wei😂😂😂 arrh,Negative
landlord pink lase paaa na wahye nu saa nu,Negative
invite your fellow tipsters to bruh and this time make we the random win some cos we’re beginning to think that this giveaway thing is for a selected few bro cos eiiii   😂😂 wanna drop number saa  gabriel,Neutral
eeii saa pls wheres yesterdays behind the scenes bro,Neutral
have comments saa herh,Neutral
😂 wo saa boy wei onh… agenda nkoaaa,Neutral
i’m more than what she is saying but mabr saa girl nu 🤣🤣🤣lol,Neutral
yes hes being betting about the bush saa,Negative
can we get some pictures of the guy  cmon  we’ve been waiting saa and we deserve some clarity ❤️  thank god for his life  wow,Neutral
goods paa na abob saa no,Neutral
masree saa bob little bia😆,Negative
do you understand dignity you people de 😂😂😂…  you will continue to be loud on the internet saa … mmoa 😂,Negative
industry no obia pretene nti me ndi mu agoroobesre wo anim nanso nakuma no aproonly time a mene boys hyia ye backstageeno koraa yebo nkomo kakra a we have spacei dont wanna get too comfortable with a niggaeba ne saa a wo ka me ho asem a me back case😊😊🦅🦅🦅🦅🦅,Negative
gyimie saa all cos of engagement its sad,Negative
a saa na im waiting for it gh will sort me out for the morning just that for koko  for waakye  for banku and more meat 😂 💔,Neutral
reading and i like what im reading eeii saa ong 😄,Neutral
most of the sweet one the top is a bit red like wine bi saa nu,Positive
new ne gyimii saa,Negative
whenever you buy gɔbɛ dont but  but buy ₵ saa two,Neutral
asɛ ne education no nkɔ akyiri saa anaa me aa 🤔,Negative
single fuo de saa,Negative
i work oo and i hadnt slept the night before bruh i sit work saa till end of day i no go lunch self 🤣,Neutral
saa boy wei eer😂,Neutral
what will be the importance of tweeting earlier gimiii saa,Negative
agenda saa  pathetic fans,Neutral
eei na serious kakra er boga sika ho adwuma na yka no saa no o,Neutral
i have a boyfriend nyinaa saa twi teacher 🤷🏽‍♂️🤷🏽‍♂️🤷🏽‍♂️,Negative
i have been laughing saa,Neutral
eiii😂😂😂easy odo na saa boi ong,Neutral
saa on,Neutral
when will stonebouy and sark learn something from shatta wale man dey ghana bed 🛌 and beyoncé  grammy award winning artist put him on saa shoot video on top take go disney with lifetime royalties now that is what we call class not chasing ghosts and pics at red carpet 🤣,Negative
win baako na wo de ha yn saa 😂,Neutral
i have been tweeting this saa oo super pls see me through   svuaqdyt,Neutral
division  amp division fo no na di agor saa no andy kerm bra b hw,Neutral
one one saa then it’s time for the final exam,Neutral
wo saa boi wei biribi di wakyi ong 🤔 aden na everytime people are serious doing what matters you sit there and write trash 😏fuck off,Negative
eeeiii saabuh lets just hope its true🙏,Positive
joined saa but i get no luck with giveaways,Negative
twi versionna me se ninpɔn agya kankam dacosta yɛ ɛkane mfinfini mantɛm soafoɔ ɛwɔ hilla limann pɛn so wabusua mu hwan na aduru saa mpɛnpɛnsoɔ wei wanim sɛ mfutu kwan,Neutral
gyime saa and all your teeth will get rotten,Negative
big mate gyae saa hehe,Negative
saa ɛneɛ you have luck paa,Positive
stonebwoy trying to connect himself with big artists but some ghanaians dey troll him moa,Negative
such nonsense i expected much from your blue badge saa na wegyimi kraa 😂😂😂 s feed i beg feed them let’s see teshie bill gate,Negative
hahaha ah see omo de s omo anoforever she remains the goat 🐐 and go make them bleed saa 🤣🤣🤣,Negative
don’t judge a book by its cover saa asem nu y nkwasiasem,Negative
saa dnt think,Neutral
saa😂😂😂 let’s go to dubai er,Neutral
wow saa 😂,Positive
i’ve commented saa o broremember us,Neutral
i have tried but saa today dierr ano know yy,Negative
saa is in the past cos we also lash u recently,Negative
come and sell it for us eer nhwehwenimuu saa,Negative
ne nka wo hy saa last minute goal no deaaa nka €m,Neutral
whats this bush talk about someone envying kumasi ɛnkwaseakeka saa,Negative
notifications also on been tweeting saa but u no mind me all the same,Negative
i’ve been dropping my number saa boss please bless me today,Positive
that’s why you guys end up drinking rat poison after breakups 😂😂gyimie saa😂😂,Negative
😂😂😂 saa boy no eerr hmmmlet me just passs,Negative
saa send me gh,Neutral
ma sure amnot getting cos u do saa no mind me nana agyemang   stkwsru,Negative
ts saa wainkwasia ball na mobc y no,Negative
nalisa nono been dming you saa but no answer,Negative
eeei afia saa 😂league no mobgye ama y’ahw,Negative
me kwraa saabut am sure he was jobbing the abidjan  blues😂,Negative
hw saa humpty dumpty yi wants relevance to his stupid show too akoa y fish,Negative
the man was doing this bcos of the grammys but he still couldnt get a nomination 🤣🤣fake life de saaon my way to grammys apakye biaa de crossin😅😅😅  scjffil,Negative
the one thing i really like about rodrygo  he is more direct and looks for the fastest route to goal but vinicius de daabi showboating saa he can’t even shoot with his left 🤦🏽‍♂️,Neutral
hmm messi number paa na ansu fati de gyimie saa no,Negative
saa lady no daterush,Negative
wasting chances saa,Negative
wo saa ndwom foo wei na you are talking about  track,Negative
go and check my thread did u hear me exhibiting bad energy about beyonce i was always fighting people this stupid attitude and useless fanatics wont help the industry nigerians will lead us saa,Negative
oh saa then you just gave me a chance to update my playlist,Positive
so  nkwasia ndwom wei na woy na wokasa saa tsww wei,Negative
there is no way i will insult your parents because am sensible thanks aunty gyimie saa,Neutral
rocky dawuni has been nominated saa ei,Neutral
herh gyae saa dont expose your science teacher abeg,Negative
wobdi nkunim saa my dear 🍼,Positive
that food a try saa but never been successful eating it,Negative
maturity speaking gyimii saa just listen to sense from kwabena kwabena  sz,Negative
rasta man aa taretare mmaa to ho saa de adn 😂😂,Negative
when has anyone gone to say anything about him huh mode gyimi saa as he pay his own ticket to promote his music nu make he go and start mentioning people’s name er or you think people love stone like that ong,Negative
talk saa kekeno scientific research,Negative
saa sika nketenketewei ny no na y de y team oh its only complimentary we dont have phobialife money but we are doing just fine,Negative
saa how u will do it,Neutral
kwan tia y musuoo me pa mo kyew kwan tia biaa nni ghana ha si canada saa kwan wei nkoaa de mefa so😂,Neutral
what do i need to do to win your giveaway cos a post saa😭,Neutral
saa na relegation,Neutral
delay saa😂😂,Neutral
s wagyimi saa agye wani so wadwene mu ha s cotton enti ksoaaa na gyimi saa wae wei,Negative
yes ooo around pm bi saa no,Neutral
na black rasta no ɔbɔ ndwom foo saaweiah hwe ne rasta mu ntutuo bi,Negative
kwasia what’s the jon about what he’s saying ade yi wo nso ahoshish saa nti wo bo afu s wagyi stray bullet wo ho ahi,Negative
obama if you sports journos don’t mobilize yourselves and put serious pressure on the government and the fa for a proper development plan to be put in place we’ll always talk saa and they’ll keep taking us for granted o,Negative
nti wo nnim agor adn na mo y nhwhw nim saa wei fa disrespect ho bn this is just for laugh gags fa wo seriousness no p bbi fa ne nhwehw nimuu bi hoooooow’afri ya ne jacket mu kankan bi,Negative
big ups to senegaleseteam  you dae see how them dae do perfect selections without kululu nkrasisem saa na afi so s i know my level   tell them,Negative
me nso saa but we meuve,Neutral
credit the commentator na mu pɛ saa,Neutral
dance step kraa y😂😂 eii masere saa,Negative
saa ppp true fact vibesonvibes,Neutral
learn this  thing saa im bye bye official work 😂,Negative
eyy mode na wei nso y den eyy awulade the gal can also get a deal or get a movie producer to use her toohave u thought of that too  moo saa dodo,Negative
liverpool na ay d saa no,Neutral
dumplings are dope but sushi doer i still cannot my partner has tried saa but still i cant,Neutral
adjor i have a friend she has insulted them saa she is tired,Negative
i’m stressed aswear 😀😀… trouble paa na mak fa saa no,Negative
hmm saa i no realize that sef,Neutral
rebet saa na aka wo pesewas,Negative
aitnouri de salah for sleep be that cos nfa w saa line no so,Negative
i laugh saa  squlag,Neutral
do something ny saa atanfo bnya yn🙏🏽,Negative
ei saa mmom adn wo y mermaid 😂 abi your pics be top notch o,Negative
kasaa saa oh ghana  sxgrrslzm,Negative
truth foon saa no,Negative
youre a hater sarkodies success will haunt you saa envious rasta man,Negative
saa omo gyimii nogrealish kraa ism,Negative
ive been saying hi saa youre not even minding me 😂,Negative
time saa na y’anim aguase 🤣🤣🤣,Neutral
small small saa na afa🔥🔥😉,Positive
matron mabr saa but nyame adom nti m’ay fit biom,Neutral
nti boni na wodi scale ato ho saa no ei ei,Negative
boi kyers saa anomaa app wei ankasa no gyimii no adso w ha dodo smh,Negative
marriage no y d saa anaa😂😂,Negative
saa wo nkwasea agenda on chelsea nu if u dont stop u go seesiasm,Negative
sa di saa oothey will be doing this in the name of tradition,Neutral
adn bibinii agyimi saa wei nso y den wo hy ky kyeaa what point does it actually prove like oh daaabi😏😂,Negative
i love  more than my girlfriend i dont know the reason why i love him saa sarknation tell me😭😭😭stiritup,Negative
su bless me some err i do saa 😂😂,Neutral
which ghanaian me am not a ghanaian cos u saa nkwasiafo no borrow to enrich themselves so i dont want to hear this fucking statements again they should pay,Negative
u see what ive been saying hmmybr saa,Negative
ayooo korso saa but  you get nyash ooo ☺️🤣🤣🤣🤣,Neutral
pioli de s he has something on the table for milan na saa man no smh,Neutral
gyae saa else they’ll unverify you😂,Negative
wow… wo nua panyin na wo muddy no saa no…fine fine,Negative
i have to sleep na u pipo de saa mogyimii paaaaa,Negative
yafollow afollow saa nso 😂😂😂😂😂,Negative
🤣🤣🤣 herrh two terty yi paaa,Neutral
why do yall post porn group links under a nice threadsaa gyimie no so er,Negative
i did saa no luck 🤔,Negative
the blues the blues yinaa saa y blue kiosk 😂,Negative
the boys call me saa i’m back,Neutral
the blues the blues yinaa saa y blue kiosk🥴,Negative
he’s holding a mic and at the same time giving handshake so do u expect him to use third hand to take it off or what…mo de gyimi keka saa mtcheww,Negative
nti epl aint ready epl aint ready niaa saa na draw😹😹😹😹😹😹😹😹😹😹😹😹  smtdq,Negative
saa naa we have to wait a little longer………for when potter leaves,Neutral
saa gyimi weijust look at how chelsea play,Negative
“beauty enzo” saa then fulham score 😪,Neutral
i laugh saa,Neutral
answer me let’s dirty ourselves… young boy na wagyimi saa no,Negative
yoo too why adn na woay wo ho gyegyefo saa,Negative
so he do saa he get 🤝 it oooo,Neutral
monopoly de saa boycottdstv,Neutral
christian etua b d namei have tweeted saa please help a brother,Neutral
take any other content out and bill us on the sports channels alone saa nkwasia movies no de forget,Negative
aww bossman please dont forget me ds evening too really dey beg ui tweeted saa ds morning but nothing not ds evening please,Neutral
price nu di,Neutral
me wfaase adepa homework na mo de abto ha saa no🤣,Neutral
hmmm saa boy wei cy lost soul oo😂😂😂 i’m surprised it’s not,Neutral
na blakk rasta ne y aniwu saa ei,Negative
the painful part is they will say wo nti na me de ma wo saa oo but edey kill u,Negative
saa i can do that,Positive
g wagon na omo aparki nu tis toy car saa hmm  shv,Neutral
wasan nso abɔn aka howonnim difference between loose and lose kwasia baa bi saayou dey come insult newobɛnu woho aboa,Negative
boycottdstv after repeating the same movies  u saa dey increase subscription,Negative
me   pls having been tagging saa,Neutral
market women ne mate foc na asei sika nu saa chale,Negative
that’s a big question fanfooler saa o,Negative
aww idolo pls nagodfc ive tagged you saa am even crying,Negative
🤣🤣empty barrels dier saa,Negative
flow ne melodies no me de b ma mo back to back saa,Neutral
drake said kakra ybedi nti kasa saa 😂,Negative
he did  shows in  different places and sold them all out including the islington you mentioned na wode gyimi saa😂😂😂,Negative
i laugh saa 😆 🤣 😂,Neutral
onenam touch line saa wobte goooaaal 😂😂😂,Neutral
na mo capo abeiku santana no saa na ote ohh… there’s no “wopre” with what he is doing,Neutral
saa akoa wei wagyimi oooo s united should never welcome him back😂😂😂,Negative
this  people i will sue them oomo de brodo tata me saa ah,Negative
ah na gal no wagyimi saa,Negative
is a whole vibe i laugh saa😂😂😂😂😂😂😂😂😂😂😂😂areagang,Neutral
i barb but my point is some want u to move almost immediately even if they can see it’s not convenient for u like maybe there’s another car blocking u in the other lane one time one driver did that and i intentionally blocked him saa until he changed direction,Neutral
wo di gyimii saa ei 🔥u are not musician u are ghanaian comedian keep the funnys video coming ebia u can be a hit on tiktok 🤣🤣,Neutral
saa thank god,Positive
si twitter na gyimi saa,Negative
sark will continue to lie to u guys saa,Negative
ghana movie di saa,Negative
this talk talk saa na years trophiless,Negative
let’s call a spade a spade ♠️ efya is on something 😢 as tramadol bi saa,Negative
sark paa  the replies under this tweet er u go laff saa🤣🤣  sknchcu,Neutral
nfanteni na wabn saa no u don’t even know the difference between a herb and drugs 🤦🏾‍♂️,Negative
your own dey come aboa bi ba bi saa,Negative
valentine day valentine day saa na wawu😂,Negative
one man sing saa 😂😂,Neutral
woy kwasea wo saa guy wei,Negative
saa afena nu b hwiee yiee paa wo united yena be ho mere nanso wantumi ankyere ni bobr yen hwe nea marcel sabitzer yi nso b y,Negative
do yakubu saa wai 😂,Neutral
yieeee yehowa saa  years tuition fees in the mud,Negative
for start arresting people for speaking raw here bigger na kosi hyei ahyaa saa they wish it was them   dey eat them up like cancer lol find a life other than hate and god might elevate you,Negative
grandpa paa sei na u dey like agenda saa no,Neutral
you like violence o wo saa boy yi,Negative
i have been thinking saa since i saw the date i have to be there,Neutral
dear  ghana 🇬🇭 you can’t be increasing subscriptions like hausa koko the country is already in crisis if you want us to boycott you then we shall do that mtcheeeew abufu sem saa,Negative
boss i drop saa nsoprove to me that its real🙏❤  sn,Neutral
i thought you loved us mnfa saa mmba waii,Neutral
i read the thing saa 😹😹😹,Neutral
hmmm my uncle friend was dinning hall master and na i suppose to go for dining but i skip it saa terms and the dining hall master caught mehe made me carry supan in the dining hallwhile the whole school were eating their dining 😭😭,Negative
i tell you so so fooling then lies saa,Negative
man u fans de saa,Negative
very soon her prayers will mame bi saa,Neutral
enti saa na wo tie slim,Negative
wode mayas clothes look casual for some people in ghana only gh abeg oo how have the suits nana addon bawumia wore helped us gyimie saa ghana,Negative
saa nkwasia ball no  shxekvkf,Negative
team fon saa,Negative
saa transfergo,Neutral
saa lakh,Neutral
then manage the pm saanoko nice 👍,Positive
one season player na mo hyype no saa no,Negative
you people should revise this increment o na kurom ndwi saa yoo,Neutral
enti bottles no nyinaa saa na mo k firi nsa w bar,Negative
hahaha yes oh nkwasia message saa kwa 😂🤣,Negative
din chairman woseee anaa bia mennhu no yie y me saa leme go my front,Neutral
he no dey find nehemiah eii na ono so okaa s guy no mbue nehemiah saa de gyee din nehemiah a nebue dindindin saa no hehehe wammpon aa anka agye omo da asore dan mu h hehehe,Negative
being a muslim is not easy ooma fee me to saa sesia mframa kraa egyina me yem 😂💔💔,Negative
ooh saa 😃 why are you saying that,Neutral
barca fans de saa 😂😂,Negative
wo saa girl wie ongme hw wo dinn 😪,Neutral
after increasing your prices by heart no you still want us to add showmaxadɛn na mo te saawe just go shun dey subscribe serf cos  deɛ ɛdɔɔsowe kuku go buy data take stream matches cos thats virtually all our dstv subscription is worthshame,Negative
eiii campaign agenda paa na nfa saa no 😂😂😂😂😂😂,Negative
wonni competition arh saa o…tsw,Positive
no wonder he couldnt stay cus adwaman adokro who saa area😂😂,Negative
kwasia datro fofano is a defender not a striker ryt  gyimie saa,Negative
the goat is back saa hii ni kupeleka bullying next step 😂 welcome back chief,Neutral
enzo enzo saa den ego turn pozo,Negative
bossu saa continue for me things nu y gyai oo 😂,Negative
hahaha yaw gyae saa the clubs spending more than liverpool should tickle your curiosity a little and elicit and deeper analysis in fact liverpool fans can forgiven for acting that way 🤣🤣🤣 wei nkoaa de you cant gag us,Neutral
tell them nsemhu saa,Negative
striker a ɔtwa saa 🤣🤣,Negative
you will stress over saa n go bald,Negative
alpha hour na ayɛ dɛ saa no 🔥🔥😄😄😄🙏🏾🙏🏾👌🏾👌🏾👌🏾💯💯💯 alphahour february opendoor mercy,Positive
you always want to tweet negativity aden na wagyimi saa  sf,Negative
so upon all this beauty u saa support chelsea then u are blessed sweetheart❤❤❤💙💙💙,Positive
these are the people who copy saa and even copy index numbers,Negative
yes o eny saa atanfo enya yn,Negative
he fool saa may darkness never reach him da if u can say this about someone who lost both parents,Negative
wode saa wo nkwaseakeka no suspicious wotiri so,Negative
saaa boy no de saa oo😂😂😂,Neutral
meetings saa na  suiq,Neutral
yeah they didn’t give us youtube live so i enjoyed the recorded one no saa,Neutral
sigh nti daa saa,Neutral
i am a busy person nyinaa saa woo hw anime gyimie y wo d ooo 😂🔥,Negative
we hear saa masa,Negative
gyimii saa oh so is he trying to say he killed his parents anaa,Negative
leave him alone…the hate had embedded in his heart for long so he had to let it out😀gyimii saa na mo de awu😂🫣,Negative
bɔ me din ma me following in the footsteps of bomber odin 😁,Neutral
🔥j  u  s  t        d  r  o  p  p  e  d🔥 🔊 din bi woho 🔊 by soul winners  🔛 thecalling 🛐w 🇬🇭 best urban 📻,Neutral
max no e be maximum anaa sɛ me din maxwell na wo de ama wo kra no,Negative
so anwa mo brɔfo din yɛ braised rice aaahhɛmfata no kraaa😅🤣😂,Negative
🔥j  u  s  t        d  r  o  p  p  e  d🔥 🔊 ne din ne yesu 🔊 by juliet antwi amoah 🔛 thecalling 🛐w 🇬🇭 best urban 📻,Neutral
life is lifingabrabo no mu ay din  snxf,Negative
🔥j  u  s  t        d  r  o  p  p  e  d🔥 🔊  mebo wo din daa🔊 by daughters of glorious jesus 🔛 shoutsony 🗣 w x  🇬🇭 best urban 📻,Neutral
twi versionmpo obi apolisifoɔ de abankaba agu ne nsa awɔ nakyi nkonsa de no ato ɔmo kokom mprɛ bebree ɛwɔ ne nsɛmkeka basaa ho,Negative
s me mey din aa na y bibi nti menkwa viral   si,Neutral
man on a mission kudus gye wo din,Positive
vibesonvibes   mooogye mo din,Neutral
adwuma nu y din forken,Negative
😂simple w din,Neutral
wakenbake me nkwasia din naa ne nana addo but my mates trys to give me gaalipt but i managed to escape it,Negative
great ampong amp flexible – din pa good name  siotkbwov,Positive
eii so all this people are single im just reading comment,Neutral
kennedy didi ne papa din ho…as kennedy y billionaire 😊,Neutral
see how your man is singing happy birthday with remix as if his life depended on it 😂😂😂 adwuma no y din,Negative
ante wo din aa ny gidigidi a no de see your handle 😂,Negative
callusdid you know that you can install a solar water heater in your home or business and save money on monthly billscall the din engineering at ± amp learn more about saving money while using cleanenergy 👇👇👇  ssvw,Neutral
you dint even rate bruno fernandes 🤣🤣🤣 you bum cry more,Negative
you folks havent heard of nyame bɛkyerɛ and hope,Neutral
ankasa yɛ bɛfa plans,Neutral
memphis depay y wo papa ong😂anaa ansu fati y wo si,Negative
then is good news anaa,Positive
please we beg leave de man wale alone kakra na he go cry gv u ooh😂😂 anaa s he go stop music because of u ooh na baako suro😂😂,Negative
right now the goals finish anaa🙄,Negative
ah you started watching football yesterday anaa,Negative
they will chew some people bi p£££ this vals day  anaa,Negative
i think the free bet mostly spoilanaa,Negative
rapper amoako anaa😹😹😹,Negative
you get the information about the whereabout of atsu anaa,Neutral
revenge odds anaa,Negative
logo logo line anaa😂😂😂  shcwymuv,Neutral
the more the merrier anaa😂,Neutral
ghana social nu yale anaa 😂😂,Negative
why is because of ronaldo anaa 😂,Neutral
this ur beard has increased ur babyface cuteness ooooanaa meyale,Negative
so you don’t want him to celebrate wogyimi anaa,Negative
tchale wo agyimi anaa,Negative
they forgot anaa 🥲🤣,Neutral
he wants to keep the communication anaa,Neutral
they forgot anaa 🥲😂,Neutral
he should anaa,Neutral
aden wob bue zoo anaa,Negative
vodafone sim anaa din,Neutral
swears i thought i didnt hear well oo 🤣🤣🤣did they say he is rich anaa mabodam,Negative
write the thing is getting funny and onesided the other party is not attractive to the “yuff” anaa,Negative
ahh aboa banku na he dey shs anaa🤣,Negative
even update us mpo anaa,Negative
gb anaa,Neutral
am i the only one who feels jayz is overrated anaa mebodam,Negative
twitter anaa,Neutral
please get the devil glasses to see my visionɔbra yɛ battle field soldier man am on a missioni dont care where you from me nne wo mpiri positionsɛ mɛyɛ yie anaa me nyɛ yie yɛ onyankopɔn ne decisionbut life yɛ technical then trust i have the baddest design,Positive
ikon anaa,Neutral
since last week anytime i open my snap i see a lot of women cooking with the caption “cooking for my man” “cooking for babe” aden boys no se if you don’t cook no val’s day gift for you anaa🤧,Neutral
wonni vim anaa,Negative
youre tweeting too much aden broken heart catch u anaa😂😂😂💔,Negative
i told him bodybuilding nfata mi anaa,Negative
adn despite se op president anaa,Neutral
abi u know dada😀anaa wose womim,Neutral
some story be anaa,Neutral
🙌🏾💯🔥 let me feature eh anaa backup singer😂,Neutral
na aden unfollow her nso eeerrrr anaa u dey like wat u dey see for ur tl top,Negative
towel anaa😹😹,Neutral
but geovani wo ti so ooowisdom nkoaa anaa me boa🤣,Neutral
is it false that he should come inside anaa,Negative
now trying to speak twi is people’s accent is he not a ghanaian masa wagyimi anaa,Negative
but he managed excape anaa,Neutral
understanding anaa y bon😂😂😂,Negative
wo hsprre something different anaa,Neutral
chris paul ring loading anaa😂,Neutral
sorry oo pls i cant see any grey on addo dees head o anaa,Negative
the bus shelter is for the whole ghana anaa😂😂😂eiiii,Neutral
body count anaa,Neutral
which subject do you teach please anaa all subjects,Neutral
days anaa,Neutral
adn cni feelings anaa,Negative
they can still trade him anaa,Negative
beef b anaa😹,Negative
ei so miami heat na mo agyimi anaa  monpɛ player no bi,Negative
🚨🚨🎙️ anthony elanga on his idol “it has to be ronaldinho we have a similar dribbling style and my friends call me elanginho”boy nu wagyimi anaa 😂😂😂,Negative
yet you are all over his tweet aa wabodam anaa,Negative
ei dier s exclamation o depicts shock usually anaa matii laughter 😃,Neutral
why today some stories anaa😂,Neutral
bongo anaa😂😂,Neutral
ah na boy wei wagyimi anaa,Negative
come back anaa,Neutral
its normal anaa,Neutral
herh “bet” dabi dabi na mka masm,Negative
woni obia nni competition wae,Neutral
ghanaian food vendors will make you feel like chicken isnt meat a type of meatme do you have meatvendor meat nni ho,Negative
girl yi nni emotions,Negative
ynasa biaa nni wotrim what does this got to do with what’s happening,Negative
wo saa boy wei,Negative
he is allergic to trophies o anaa you people no want trophies,Negative
as in you are not the target market anaa😂😂🤣,Negative
you want free food anaa😂😂,Neutral
for wanenti dont u have people in your party anaawe dont want him so stop forcing itpleasw,Negative
fatherbiotics anaa 😂,Neutral
na wo se na £f£ saa no eeeiii why u no dey chop anaa 🤣🥰,Positive
metro tv paaa saa na mote,Negative
enzo effect anaa,Neutral
